t1NgramSize,t2NgramSize,t3NgramSize,QRPercentileOrig,QRPercentileT1,QRPercentileT2,QRPercentileT3,map
16,4,4,10,10,10,10,0.961871061
16,4,8,2,2,2,2,0.974672965
16,4,8,4,4,4,4,0.948204086
16,4,8,6,6,6,6,0.9382532
16,4,8,8,8,8,8,0.927972794
16,4,8,10,10,10,10,0.963399978
16,4,12,2,2,2,2,0.97162489
16,4,12,4,4,4,4,0.955227103
16,4,12,6,6,6,6,0.947022293
16,4,12,8,8,8,8,0.94335551
16,4,12,10,10,10,10,0.965878249
16,4,16,2,2,2,2,0.972326547
16,4,16,4,4,4,4,0.956790373
16,4,16,6,6,6,6,0.944750527
16,4,16,8,8,8,8,0.942112495
16,4,16,10,10,10,10,0.963701787
16,4,20,2,2,2,2,0.971144415
16,4,20,4,4,4,4,0.956882
16,4,20,6,6,6,6,0.945872255
16,4,20,8,8,8,8,0.944301688
16,4,20,10,10,10,10,0.965507714
16,4,24,2,2,2,2,0.970241209
16,4,24,4,4,4,4,0.958728842
16,4,24,6,6,6,6,0.946229545
16,4,24,8,8,8,8,0.945654278
16,4,24,10,10,10,10,0.96549908
16,8,4,2,2,2,2,0.987813459
16,8,4,4,4,4,4,0.976894838
16,8,4,6,6,6,6,0.956042527
16,8,4,8,8,8,8,0.951479896
16,8,4,10,10,10,10,0.966814154
16,8,8,2,2,2,2,0.986237033
16,8,8,4,4,4,4,0.972273205
16,8,8,6,6,6,6,0.952117845
16,8,8,8,8,8,8,0.950913882
16,8,8,10,10,10,10,0.964222256
16,8,12,2,2,2,2,0.985728053
16,8,12,4,4,4,4,0.972639622
16,8,12,6,6,6,6,0.956399398
16,8,12,8,8,8,8,0.951349642
16,8,12,10,10,10,10,0.964237136
16,8,16,2,2,2,2,0.983814669
16,8,16,4,4,4,4,0.974677566
16,8,16,6,6,6,6,0.956831932
16,8,16,8,8,8,8,0.950524949
16,8,16,10,10,10,10,0.963700186
16,8,20,2,2,2,2,0.984282332
16,8,20,4,4,4,4,0.97470669
16,8,20,6,6,6,6,0.959097761
16,8,20,8,8,8,8,0.954304784
16,8,20,10,10,10,10,0.966174235
16,8,24,2,2,2,2,0.984887344
16,8,24,4,4,4,4,0.97659425
16,8,24,6,6,6,6,0.961617452
16,8,24,8,8,8,8,0.957439714
16,8,24,10,10,10,10,0.968445948
16,12,4,2,2,2,2,0.989338667
16,12,4,4,4,4,4,0.98560723
16,12,4,6,6,6,6,0.968889632
16,12,4,8,8,8,8,0.961430476
16,12,4,10,10,10,10,0.969025705
16,12,8,2,2,2,2,0.988891445
16,12,8,4,4,4,4,0.981355883
16,12,8,6,6,6,6,0.965531741
16,12,8,8,8,8,8,0.959350011
16,12,8,10,10,10,10,0.967780945
16,12,12,2,2,2,2,0.987680298
16,12,12,4,4,4,4,0.980153755
16,12,12,6,6,6,6,0.963759519
16,12,12,8,8,8,8,0.956259507
16,12,12,10,10,10,10,0.966155186
16,12,16,2,2,2,2,0.987680298
16,12,16,4,4,4,4,0.980011763
16,12,16,6,6,6,6,0.964898321
16,12,16,8,8,8,8,0.953718238
16,12,16,10,10,10,10,0.965229747
16,12,20,2,2,2,2,0.987976701
16,12,20,4,4,4,4,0.981125613
16,12,20,6,6,6,6,0.966240213
16,12,20,8,8,8,8,0.960143634
16,12,20,10,10,10,10,0.968440732
16,12,24,2,2,2,2,0.988180309
16,12,24,4,4,4,4,0.983949573
16,12,24,6,6,6,6,0.967624257
16,12,24,8,8,8,8,0.963984755
16,12,24,10,10,10,10,0.97020094
16,16,4,2,2,2,2,0.995048515
16,16,4,4,4,4,4,0.990961328
16,16,4,6,6,6,6,0.981664051
16,16,4,8,8,8,8,0.973280833
16,16,4,10,10,10,10,0.974039003
16,16,8,2,2,2,2,0.994775872
16,16,8,4,4,4,4,0.988242455
16,16,8,6,6,6,6,0.976740402
16,16,8,8,8,8,8,0.967691912
16,16,8,10,10,10,10,0.972145344
16,16,12,2,2,2,2,0.994388992
16,16,12,4,4,4,4,0.988515748
16,16,12,6,6,6,6,0.975796735
16,16,12,8,8,8,8,0.966746161
16,16,12,10,10,10,10,0.96912789
16,16,16,2,2,2,2,0.994086972
16,16,16,4,4,4,4,0.989687465
16,16,16,6,6,6,6,0.975423681
16,16,16,8,8,8,8,0.965126553
16,16,16,10,10,10,10,0.968843417
16,16,20,2,2,2,2,0.993688137
16,16,20,4,4,4,4,0.99037709
16,16,20,6,6,6,6,0.975890553
16,16,20,8,8,8,8,0.969582731
16,16,20,10,10,10,10,0.971560271
16,16,24,2,2,2,2,0.994358014
16,16,24,4,4,4,4,0.990621534
16,16,24,6,6,6,6,0.976383482
16,16,24,8,8,8,8,0.969473038
16,16,24,10,10,10,10,0.97507878
16,20,4,2,2,2,2,0.995627556
16,20,4,4,4,4,4,0.992342411
16,20,4,6,6,6,6,0.983613149
16,20,4,8,8,8,8,0.97878446
16,20,4,10,10,10,10,0.980657139
16,20,8,2,2,2,2,0.995354912
16,20,8,4,4,4,4,0.991270088
16,20,8,6,6,6,6,0.981737666
16,20,8,8,8,8,8,0.974797651
16,20,8,10,10,10,10,0.976348683
16,20,12,2,2,2,2,0.995242275
16,20,12,4,4,4,4,0.99130822
16,20,12,6,6,6,6,0.981341451
16,20,12,8,8,8,8,0.972548968
16,20,12,10,10,10,10,0.97197151
16,20,16,2,2,2,2,0.995354912
16,20,16,4,4,4,4,0.991862948
16,20,16,6,6,6,6,0.982207185
16,20,16,8,8,8,8,0.97320958
16,20,16,10,10,10,10,0.974679255
16,20,20,2,2,2,2,0.994987055
16,20,20,4,4,4,4,0.991437191
16,20,20,6,6,6,6,0.983695927
16,20,20,8,8,8,8,0.977114467
16,20,20,10,10,10,10,0.980689286
16,20,24,2,2,2,2,0.995354912
16,20,24,4,4,4,4,0.991649059
16,20,24,6,6,6,6,0.983710577
16,20,24,8,8,8,8,0.981521869
16,20,24,10,10,10,10,0.981375985
16,24,4,2,2,2,2,0.996373959
16,24,4,4,4,4,4,0.993883206
16,24,4,6,6,6,6,0.984758479
16,24,4,8,8,8,8,0.981952794
16,24,4,10,10,10,10,0.98265888
16,24,8,2,2,2,2,0.996656749
16,24,8,4,4,4,4,0.992319078
16,24,8,6,6,6,6,0.983480518
16,24,8,8,8,8,8,0.977563141
16,24,8,10,10,10,10,0.978805205
16,24,12,2,2,2,2,0.996034588
16,24,12,4,4,4,4,0.992884987
16,24,12,6,6,6,6,0.982839936
16,24,12,8,8,8,8,0.976351207
16,24,12,10,10,10,10,0.976699875
16,24,16,2,2,2,2,0.995354912
16,24,16,4,4,4,4,0.99340714
16,24,16,6,6,6,6,0.984113485
16,24,16,8,8,8,8,0.97618315
16,24,16,10,10,10,10,0.976848791
16,24,20,2,2,2,2,0.995354912
16,24,20,4,4,4,4,0.992775322
16,24,20,6,6,6,6,0.98472703
16,24,20,8,8,8,8,0.982979163
16,24,20,10,10,10,10,0.982275985
16,24,24,2,2,2,2,0.994987055
16,24,24,4,4,4,4,0.993029734
16,24,24,6,6,6,6,0.985363979
16,24,24,8,8,8,8,0.984705989
16,24,24,10,10,10,10,0.9850326
20,4,4,2,2,2,2,0.976296182
20,4,4,4,4,4,4,0.952311264
20,4,4,6,6,6,6,0.937692764
20,4,4,8,8,8,8,0.918443001
20,4,4,10,10,10,10,0.961871061
20,4,8,2,2,2,2,0.974672965
20,4,8,4,4,4,4,0.948204086
20,4,8,6,6,6,6,0.9382532
20,4,8,8,8,8,8,0.927972794
20,4,8,10,10,10,10,0.963399978
20,4,12,2,2,2,2,0.97162489
20,4,12,4,4,4,4,0.955227103
20,4,12,6,6,6,6,0.947022293
20,4,12,8,8,8,8,0.94335551
20,4,12,10,10,10,10,0.965878249
20,4,16,2,2,2,2,0.972326547
20,4,16,4,4,4,4,0.956790373
20,4,16,6,6,6,6,0.944750527
20,4,16,8,8,8,8,0.942112495
20,4,16,10,10,10,10,0.963701787
20,4,20,2,2,2,2,0.971144415
20,4,20,4,4,4,4,0.956882
20,4,20,6,6,6,6,0.945872255
20,4,20,8,8,8,8,0.944301688
20,4,20,10,10,10,10,0.965507714
20,4,24,2,2,2,2,0.970241209
20,4,24,4,4,4,4,0.958728842
20,4,24,6,6,6,6,0.946229545
20,4,24,8,8,8,8,0.945654278
20,4,24,10,10,10,10,0.96549908
20,8,4,2,2,2,2,0.987813459
20,8,4,4,4,4,4,0.976894838
20,8,4,6,6,6,6,0.956042527
20,8,4,8,8,8,8,0.951479896
20,8,4,10,10,10,10,0.966814154
20,8,8,2,2,2,2,0.986237033
20,8,8,4,4,4,4,0.972273205
20,8,8,6,6,6,6,0.952117845
20,8,8,8,8,8,8,0.950913882
20,8,8,10,10,10,10,0.964222256
20,8,12,2,2,2,2,0.985728053
20,8,12,4,4,4,4,0.972639622
20,8,12,6,6,6,6,0.956399398
20,8,12,8,8,8,8,0.951349642
20,8,12,10,10,10,10,0.964237136
20,8,16,2,2,2,2,0.983814669
20,8,16,4,4,4,4,0.974677566
20,8,16,6,6,6,6,0.956831932
20,8,16,8,8,8,8,0.950524949
20,8,16,10,10,10,10,0.963700186
20,8,20,2,2,2,2,0.984282332
20,8,20,4,4,4,4,0.97470669
20,8,20,6,6,6,6,0.959097761
20,8,20,8,8,8,8,0.954304784
20,8,20,10,10,10,10,0.966174235
20,8,24,2,2,2,2,0.984887344
20,8,24,4,4,4,4,0.97659425
20,8,24,6,6,6,6,0.961617452
20,8,24,8,8,8,8,0.957439714
20,8,24,10,10,10,10,0.968445948
20,12,4,2,2,2,2,0.989338667
20,12,4,4,4,4,4,0.98560723
20,12,4,6,6,6,6,0.968889632
20,12,4,8,8,8,8,0.961430476
20,12,4,10,10,10,10,0.969025705
20,12,8,2,2,2,2,0.988891445
20,12,8,4,4,4,4,0.981355883
20,12,8,6,6,6,6,0.965531741
20,12,8,8,8,8,8,0.959350011
20,12,8,10,10,10,10,0.967780945
20,12,12,2,2,2,2,0.987680298
20,12,12,4,4,4,4,0.980153755
20,12,12,6,6,6,6,0.963759519
20,12,12,8,8,8,8,0.956259507
20,12,12,10,10,10,10,0.966155186
20,12,16,2,2,2,2,0.987680298
20,12,16,4,4,4,4,0.980011763
20,12,16,6,6,6,6,0.964898321
20,12,16,8,8,8,8,0.953718238
20,12,16,10,10,10,10,0.965229747
20,12,20,2,2,2,2,0.987976701
20,12,20,4,4,4,4,0.981125613
20,12,20,6,6,6,6,0.966240213
20,12,20,8,8,8,8,0.960143634
20,12,20,10,10,10,10,0.968440732
20,12,24,2,2,2,2,0.988180309
20,12,24,4,4,4,4,0.983949573
20,12,24,6,6,6,6,0.967624257
20,12,24,8,8,8,8,0.963984755
20,12,24,10,10,10,10,0.97020094
20,16,4,2,2,2,2,0.995048515
20,16,4,4,4,4,4,0.990961328
20,16,4,6,6,6,6,0.981664051
20,16,4,8,8,8,8,0.973280833
20,16,4,10,10,10,10,0.974039003
20,16,8,2,2,2,2,0.994775872
20,16,8,4,4,4,4,0.988242455
20,16,8,6,6,6,6,0.976740402
20,16,8,8,8,8,8,0.967691912
20,16,8,10,10,10,10,0.972145344
20,16,12,2,2,2,2,0.994388992
20,16,12,4,4,4,4,0.988515748
20,16,12,6,6,6,6,0.975796735
20,16,12,8,8,8,8,0.966746161
20,16,12,10,10,10,10,0.96912789
20,16,16,2,2,2,2,0.994086972
20,16,16,4,4,4,4,0.989687465
20,16,16,6,6,6,6,0.975423681
20,16,16,8,8,8,8,0.965126553
20,16,16,10,10,10,10,0.968843417
20,16,20,2,2,2,2,0.993688137
20,16,20,4,4,4,4,0.99037709
20,16,20,6,6,6,6,0.975890553
20,16,20,8,8,8,8,0.969582731
20,16,20,10,10,10,10,0.971560271
20,16,24,2,2,2,2,0.994358014
20,16,24,4,4,4,4,0.990621534
20,16,24,6,6,6,6,0.976383482
20,16,24,8,8,8,8,0.969473038
20,16,24,10,10,10,10,0.97507878
20,20,4,2,2,2,2,0.995627556
20,20,4,4,4,4,4,0.992342411
20,20,4,6,6,6,6,0.983613149
20,20,4,8,8,8,8,0.97878446
20,20,4,10,10,10,10,0.980657139
20,20,8,2,2,2,2,0.995354912
20,20,8,4,4,4,4,0.991270088
20,20,8,6,6,6,6,0.981737666
20,20,8,8,8,8,8,0.974797651
20,20,8,10,10,10,10,0.976348683
20,20,12,2,2,2,2,0.995242275
20,20,12,4,4,4,4,0.99130822
20,20,12,6,6,6,6,0.981341451
20,20,12,8,8,8,8,0.972548968
20,20,12,10,10,10,10,0.97197151
20,20,16,2,2,2,2,0.995354912
20,20,16,4,4,4,4,0.991862948
20,20,16,6,6,6,6,0.982207185
20,20,16,8,8,8,8,0.97320958
20,20,16,10,10,10,10,0.974679255
20,20,20,2,2,2,2,0.994987055
20,20,20,4,4,4,4,0.991437191
20,20,20,6,6,6,6,0.983695927
20,20,20,8,8,8,8,0.977114467
20,20,20,10,10,10,10,0.980689286
20,20,24,2,2,2,2,0.995354912
20,20,24,4,4,4,4,0.991649059
20,20,24,6,6,6,6,0.983710577
20,20,24,8,8,8,8,0.981521869
20,20,24,10,10,10,10,0.981375985
20,24,4,2,2,2,2,0.996373959
20,24,4,4,4,4,4,0.993883206
20,24,4,6,6,6,6,0.984758479
20,24,4,8,8,8,8,0.981952794
20,24,4,10,10,10,10,0.98265888
20,24,8,2,2,2,2,0.996656749
20,24,8,4,4,4,4,0.992319078
20,24,8,6,6,6,6,0.983480518
20,24,8,8,8,8,8,0.977563141
20,24,8,10,10,10,10,0.978805205
20,24,12,2,2,2,2,0.996034588
20,24,12,4,4,4,4,0.992884987
20,24,12,6,6,6,6,0.982839936
20,24,12,8,8,8,8,0.976351207
20,24,12,10,10,10,10,0.976699875
20,24,16,2,2,2,2,0.995354912
20,24,16,4,4,4,4,0.99340714
20,24,16,6,6,6,6,0.984113485
20,24,16,8,8,8,8,0.97618315
20,24,16,10,10,10,10,0.976848791
20,24,20,2,2,2,2,0.995354912
20,24,20,4,4,4,4,0.992775322
20,24,20,6,6,6,6,0.98472703
20,24,20,8,8,8,8,0.982979163
20,24,20,10,10,10,10,0.982275985
20,24,24,2,2,2,2,0.994987055
20,24,24,4,4,4,4,0.993029734
20,24,24,6,6,6,6,0.985363979
20,24,24,8,8,8,8,0.984705989
20,24,24,10,10,10,10,0.9850326
24,4,4,2,2,2,2,0.976296182
24,4,4,4,4,4,4,0.952311264
24,4,4,6,6,6,6,0.937692764
24,4,4,8,8,8,8,0.918443001
24,4,4,10,10,10,10,0.961871061
24,4,8,2,2,2,2,0.974672965
24,4,8,4,4,4,4,0.948204086
24,4,8,6,6,6,6,0.9382532
24,4,8,8,8,8,8,0.927972794
24,4,8,10,10,10,10,0.963399978
24,4,12,2,2,2,2,0.97162489
24,4,12,4,4,4,4,0.955227103
24,4,12,6,6,6,6,0.947022293
24,4,12,8,8,8,8,0.94335551
24,4,12,10,10,10,10,0.965878249
24,4,16,2,2,2,2,0.972326547
24,4,16,4,4,4,4,0.956790373
24,4,16,6,6,6,6,0.944750527
24,4,16,8,8,8,8,0.942112495
24,4,16,10,10,10,10,0.963701787
24,4,20,2,2,2,2,0.971144415
24,4,20,4,4,4,4,0.956882
24,4,20,6,6,6,6,0.945872255
24,4,20,8,8,8,8,0.944301688
24,4,20,10,10,10,10,0.965507714
24,4,24,2,2,2,2,0.970241209
24,4,24,4,4,4,4,0.958728842
24,4,24,6,6,6,6,0.946229545
24,4,24,8,8,8,8,0.945654278
24,4,24,10,10,10,10,0.96549908
24,8,4,2,2,2,2,0.987813459
24,8,4,4,4,4,4,0.976894838
24,8,4,6,6,6,6,0.956042527
24,8,4,8,8,8,8,0.951479896
24,8,4,10,10,10,10,0.966814154
24,8,8,2,2,2,2,0.986237033
24,8,8,4,4,4,4,0.972273205
24,8,8,6,6,6,6,0.952117845
24,8,8,8,8,8,8,0.950913882
24,8,8,10,10,10,10,0.964222256
24,8,12,2,2,2,2,0.985728053
24,8,12,4,4,4,4,0.972639622
24,8,12,6,6,6,6,0.956399398
24,8,12,8,8,8,8,0.951349642
24,8,12,10,10,10,10,0.964237136
24,8,16,2,2,2,2,0.983814669
24,8,16,4,4,4,4,0.974677566
24,8,16,6,6,6,6,0.956831932
24,8,16,8,8,8,8,0.950524949
24,8,16,10,10,10,10,0.963700186
24,8,20,2,2,2,2,0.984282332
24,8,20,4,4,4,4,0.97470669
24,8,20,6,6,6,6,0.959097761
24,8,20,8,8,8,8,0.954304784
24,8,20,10,10,10,10,0.966174235
24,8,24,2,2,2,2,0.984887344
24,8,24,4,4,4,4,0.97659425
24,8,24,6,6,6,6,0.961617452
24,8,24,8,8,8,8,0.957439714
24,8,24,10,10,10,10,0.968445948
24,12,4,2,2,2,2,0.989338667
24,12,4,4,4,4,4,0.98560723
24,12,4,6,6,6,6,0.968889632
24,12,4,8,8,8,8,0.961430476
24,12,4,10,10,10,10,0.969025705
24,12,8,2,2,2,2,0.988891445
24,12,8,4,4,4,4,0.981355883
24,12,8,6,6,6,6,0.965531741
24,12,8,8,8,8,8,0.959350011
24,12,8,10,10,10,10,0.967780945
24,12,12,2,2,2,2,0.987680298
24,12,12,4,4,4,4,0.980153755
24,12,12,6,6,6,6,0.963759519
24,12,12,8,8,8,8,0.956259507
24,12,12,10,10,10,10,0.966155186
24,12,16,2,2,2,2,0.987680298
24,12,16,4,4,4,4,0.980011763
24,12,16,6,6,6,6,0.964898321
24,12,16,8,8,8,8,0.953718238
24,12,16,10,10,10,10,0.965229747
24,12,20,2,2,2,2,0.987976701
24,12,20,4,4,4,4,0.981125613
24,12,20,6,6,6,6,0.966240213
24,12,20,8,8,8,8,0.960143634
24,12,20,10,10,10,10,0.968440732
24,12,24,2,2,2,2,0.988180309
24,12,24,4,4,4,4,0.983949573
24,12,24,6,6,6,6,0.967624257
24,12,24,8,8,8,8,0.963984755
24,12,24,10,10,10,10,0.97020094
24,16,4,2,2,2,2,0.995048515
24,16,4,4,4,4,4,0.990961328
24,16,4,6,6,6,6,0.981664051
24,16,4,8,8,8,8,0.973280833
24,16,4,10,10,10,10,0.974039003
24,16,8,2,2,2,2,0.994775872
24,16,8,4,4,4,4,0.988242455
24,16,8,6,6,6,6,0.976740402
24,16,8,8,8,8,8,0.967691912
24,16,8,10,10,10,10,0.972145344
24,16,12,2,2,2,2,0.994388992
24,16,12,4,4,4,4,0.988515748
24,16,12,6,6,6,6,0.975796735
24,16,12,8,8,8,8,0.966746161
24,16,12,10,10,10,10,0.96912789
24,16,16,2,2,2,2,0.994086972
24,16,16,4,4,4,4,0.989687465
24,16,16,6,6,6,6,0.975423681
24,16,16,8,8,8,8,0.965126553
24,16,16,10,10,10,10,0.968843417
24,16,20,2,2,2,2,0.993688137
24,16,20,4,4,4,4,0.99037709
24,16,20,6,6,6,6,0.975890553
24,16,20,8,8,8,8,0.969582731
24,16,20,10,10,10,10,0.971560271
24,16,24,2,2,2,2,0.994358014
24,16,24,4,4,4,4,0.990621534
24,16,24,6,6,6,6,0.976383482
24,16,24,8,8,8,8,0.969473038
24,16,24,10,10,10,10,0.97507878
24,20,4,2,2,2,2,0.995627556
24,20,4,4,4,4,4,0.992342411
24,20,4,6,6,6,6,0.983613149
24,20,4,8,8,8,8,0.97878446
24,20,4,10,10,10,10,0.980657139
24,20,8,2,2,2,2,0.995354912
24,20,8,4,4,4,4,0.991270088
24,20,8,6,6,6,6,0.981737666
24,20,8,8,8,8,8,0.974797651
24,20,8,10,10,10,10,0.976348683
24,20,12,2,2,2,2,0.995242275
24,20,12,4,4,4,4,0.99130822
24,20,12,6,6,6,6,0.981341451
24,20,12,8,8,8,8,0.972548968
24,20,12,10,10,10,10,0.97197151
24,20,16,2,2,2,2,0.995354912
24,20,16,4,4,4,4,0.991862948
24,20,16,6,6,6,6,0.982207185
24,20,16,8,8,8,8,0.97320958
24,20,16,10,10,10,10,0.974679255
24,20,20,2,2,2,2,0.994987055
24,20,20,4,4,4,4,0.991437191
24,20,20,6,6,6,6,0.983695927
24,20,20,8,8,8,8,0.977114467
24,20,20,10,10,10,10,0.980689286
24,20,24,2,2,2,2,0.995354912
24,20,24,4,4,4,4,0.991649059
24,20,24,6,6,6,6,0.983710577
24,20,24,8,8,8,8,0.981521869
24,20,24,10,10,10,10,0.981375985
24,24,4,2,2,2,2,0.996373959
24,24,4,4,4,4,4,0.993883206
24,24,4,6,6,6,6,0.984758479
24,24,4,8,8,8,8,0.981952794
24,24,4,10,10,10,10,0.98265888
24,24,8,2,2,2,2,0.996656749
24,24,8,4,4,4,4,0.992319078
24,24,8,6,6,6,6,0.983480518
24,24,8,8,8,8,8,0.977563141
24,24,8,10,10,10,10,0.978805205
24,24,12,2,2,2,2,0.996034588
24,24,12,4,4,4,4,0.992884987
24,24,12,6,6,6,6,0.982839936
24,24,12,8,8,8,8,0.976351207
24,24,12,10,10,10,10,0.976699875
24,24,16,2,2,2,2,0.995354912
24,24,16,4,4,4,4,0.99340714
24,24,16,6,6,6,6,0.984113485
24,24,16,8,8,8,8,0.97618315
24,24,16,10,10,10,10,0.976848791
24,24,20,2,2,2,2,0.995354912
24,24,20,4,4,4,4,0.992775322
24,24,20,6,6,6,6,0.98472703
24,24,20,8,8,8,8,0.982979163
24,24,20,10,10,10,10,0.982275985
24,24,24,2,2,2,2,0.994987055
24,24,24,4,4,4,4,0.993029734
24,24,24,6,6,6,6,0.985363979
24,24,24,8,8,8,8,0.984705989
24,24,24,10,10,10,10,0.9850326