0.10.0.zip,1659,Java,27094,52519,108307
0.11.0.zip,1766,Java,29295,55521,118697
0.12.0.zip,1835,Java,31147,58326,127056
0.12.1.zip,1839,Java,31263,58483,127587
0.13.0.zip,1898,Java,32475,60349,132901
0.13.1.zip,1898,Java,32463,60351,132909
0.14.0.zip,1972,Java,33839,62784,139131
0.14.1.zip,1972,Java,33858,62788,139236
0.14.2.zip,1971,Java,33895,62801,139435
0.14.3.zip,1971,Java,33913,62851,139569
0.14.4.zip,1971,Java,33914,62854,139583
0.15.0.zip,2057,Java,36504,65440,151759
0.15.1.zip,2060,Java,36551,65555,151910
0.15.2.zip,2061,Java,36575,65581,152031
0.16.0.zip,2152,Java,39413,68071,165706
0.16.1.zip,2187,Java,39995,69286,168883
0.16.2.zip,2199,Java,40232,69601,169981
0.16.3.zip,2199,Java,40240,69606,170131
0.16.4.zip,2201,Java,40254,69646,170172
0.16.5.zip,2201,Java,40262,69646,170228
0.17.0.zip,2435,Java,44765,78424,189093
0.17.10.zip,2456,Java,45286,78863,192212
0.17.1.zip,2435,Java,44777,78429,189151
0.17.2.zip,2439,Java,44949,78483,190361
0.17.3.zip,2449,Java,45144,78827,191395
0.17.4.zip,2449,Java,45143,78827,191390
0.17.5.zip,2453,Java,45251,78941,191967
0.17.6.zip,2453,Java,45251,78947,191970
0.17.7.zip,2455,Java,45258,78857,192120
0.17.8.zip,2455,Java,45265,78866,192179
0.17.9.zip,2456,Java,45284,78863,192183
0.18.0.zip,2542,Java,47301,81026,202298
0.18.1.zip,2542,Java,47301,81027,202295
0.18.2.zip,2542,Java,47301,81027,202302
0.18.3.zip,2547,Java,47455,81183,203421
0.18.4.zip,2547,Java,47455,81183,203425
0.18.5.zip,2544,Java,47453,81156,203519
0.18.6.zip,2544,Java,47486,81157,203665
0.18.7.zip,2546,Java,47568,81205,204030
0.19.0.RC1.zip,2407,Java,45794,76440,204690
0.19.0.RC2.zip,2409,Java,45844,76459,205044
0.19.0.RC3.zip,2419,Java,46038,76684,206056
0.19.0.zip,2422,Java,46090,76765,206275
0.19.10.zip,2541,Java,49406,86411,226652
0.19.11.zip,2542,Java,49445,86455,226841
0.19.12.zip,2543,Java,49530,86510,227350
0.19.1.zip,2419,Java,46090,76808,206434
0.19.2.zip,2423,Java,46224,76961,207092
0.19.3.zip,2419,Java,46088,76107,206701
0.19.4.zip,2416,Java,46170,76159,207354
0.19.5.zip,2461,Java,47706,84077,217876
0.19.6.zip,2461,Java,47706,84076,217890
0.19.7.zip,2463,Java,47794,84161,218280
0.19.8.zip,2468,Java,47979,84287,219246
0.19.9.zip,2521,Java,48875,85829,223727
0.20.0.RC1.zip,2608,Java,50593,88257,232904
0.20.0.zip,2610,Java,50803,88347,234051
0.20.1.zip,2610,Java,50803,88347,234056
0.20.2.zip,2615,Java,51087,88533,235892
0.20.3.zip,2616,Java,51150,88599,236305
0.20.4.zip,2617,Java,51169,88630,236408
0.20.5.zip,2618,Java,51243,88666,236958
0.20.6.zip,2631,Java,51778,93040,243368
0.4.0.zip,1233,Java,23575,63815,86561
0.5.0.zip,1413,Java,26236,73193,101031
0.5.1.zip,1416,Java,26310,73264,101360
0.6.0.zip,1536,Java,29043,81428,113993
0.7.0.zip,1917,Java,37468,102427,145873
0.7.1.zip,1922,Java,37642,102646,146542
0.8.0.zip,1989,Java,38901,105420,151493
0.90.0.Beta1.zip,2649,Java,53222,94429,252226
0.90.0.RC1.zip,2693,Java,54116,95912,257097
0.90.0.RC2.zip,2714,Java,53723,96199,256539
0.90.0.zip,2724,Java,54261,96748,259409
0.90.10.zip,3082,Java,62601,107592,305783
0.90.11.zip,3086,Java,62801,107799,307170
0.90.12.zip,3102,Java,63048,108372,308359
0.90.13.zip,3109,Java,63177,108659,309161
0.90.1.zip,2761,Java,55122,97718,264756
0.90.2.zip,2786,Java,55434,98665,267235
0.90.3.zip,2798,Java,55600,98243,270288
0.90.4.zip,2865,Java,57367,99961,279481
0.90.5.zip,2865,Java,57363,99964,279580
0.90.6.zip,2927,Java,59293,102480,289088
0.90.7.zip,2929,Java,59387,103034,289546
0.90.8.zip,3050,Java,61865,106755,301688
0.90.9.zip,3050,Java,61889,106771,302040
0.9.0.zip,1578,Java,26006,52444,102768
1.0.0.Beta1.zip,3026,Java,62067,105200,304161
1.0.0.Beta2.zip,3341,Java,68587,116138,333806
1.0.0.RC1.zip,3533,Java,73117,123776,358450
1.0.0.RC2.zip,3546,Java,73766,124347,362078
1.0.0.zip,3557,Java,73912,124800,362739
1.0.1.zip,3563,Java,74065,124974,363491
1.0.2.zip,3574,Java,74290,125370,364845
1.0.3.zip,3579,Java,74394,125503,365455
1.1.0.zip,3659,Java,76923,128111,378328
1.1.1.zip,3665,Java,77030,128223,379025
1.1.2.zip,3669,Java,77127,128385,379655
1.2.0.zip,3674,Java,76611,117473,369152
1.2.1.zip,3677,Java,76649,117560,369409
1.2.2.zip,3689,Java,76933,117959,370795
1.2.3.zip,3690,Java,76947,117974,370883
1.2.4.zip,3691,Java,76973,118027,371082
1.3.0.zip,3829,Java,81347,128220,397778
1.3.1.zip,3829,Java,81354,128225,397905
1.3.2.zip,3832,Java,81419,128332,398344
1.3.3.zip,3848,Java,81905,128894,401273
1.3.4.zip,3848,Java,81906,128897,401286
1.3.5.zip,3856,Java,82004,129172,401931
1.3.6.zip,3862,Java,82158,129376,402800
1.3.7.zip,3862,Java,82172,129379,402925
1.3.8.zip,3865,Java,82334,129559,404140
1.3.9.zip,3865,Java,82334,129559,404144
1.4.0.Beta1.zip,3982,Java,84256,128525,412886
1.4.0.zip,4024,Java,85160,129896,417786
1.4.1.zip,4026,Java,85398,130158,419454
1.4.2.zip,4026,Java,85435,130171,419809
1.4.3.zip,4042,Java,86049,130882,423870
1.4.4.zip,4042,Java,86050,130899,423986
1.4.5.zip,4051,Java,86382,131255,426938
1.5.0.zip,4127,Java,89083,135501,444146
1.5.1.zip,4127,Java,89177,135543,444892
1.5.2.zip,4130,Java,89328,135728,446067
1.6.0.zip,4225,Java,91728,138914,460249
1.6.1.zip,4229,Java,91853,139093,461164
1.6.2.zip,4229,Java,91913,139119,461400
1.7.0.zip,4237,Java,92016,139441,462267
1.7.1.zip,4237,Java,92076,139473,462526
1.7.2.zip,4239,Java,92139,139547,462885
1.7.3.zip,4241,Java,92235,139623,463340
1.7.4.zip,4243,Java,92335,139835,463916
1.7.5.zip,4243,Java,92345,139850,464072
1.7.6.zip,4244,Java,92360,139876,464153
2.0.0-beta1.zip,4196,Java,91127,137457,466826
2.0.0-beta2.zip,4204,Java,91665,138152,470711
2.0.0-rc1.zip,4207,Java,91845,138277,471723
2.0.0.zip,4221,Java,92156,138802,473767
2.0.1.zip,4225,Java,92336,139160,474825
2.0.2.zip,4229,Java,92421,139262,475489
2.1.0.zip,4252,Java,93212,139944,481280
2.1.1.zip,4255,Java,93358,140053,482105
2.1.2.zip,4259,Java,93486,140243,483251
2.2.0.zip,4286,Java,94405,141874,487453
2.2.1.zip,4291,Java,94527,141986,488495
2.2.2.zip,4291,Java,94535,141995,488592
2.3.0.zip,4391,Java,96454,145210,499946
2.3.1.zip,4391,Java,96502,145210,500329
2.3.2.zip,4393,Java,96592,145260,500855
2.3.3.zip,4395,Java,96651,145340,501171
2.3.4.zip,4397,Java,96708,145427,501518
2.3.5.zip,4397,Java,96708,145427,501522
2.4.0.zip,4418,Java,97492,146363,506643
2.4.1.zip,4419,Java,97520,146404,506985
2.4.2.zip,4421,Java,97578,146458,507464
2.4.3.zip,4423,Java,97646,146541,507970
2.4.4.zip,4424,Java,97663,146564,508058
2.4.5.zip,4425,Java,97697,146591,508256
2.4.6.zip,4425,Java,97702,146591,508274
5.0.0-alpha1.zip,4646,Java,100548,153619,545752
5.0.0-alpha2.zip,4620,Java,101732,154451,556692
5.0.0-alpha3.zip,4695,Java,102200,155976,559305
5.0.0-alpha4.zip,4862,Java,105918,162085,584936
5.0.0-alpha5.zip,5021,Java,108956,167034,602976
5.0.0-beta1.zip,5090,Java,110438,170313,613771
5.0.0-rc1.zip,5092,Java,110800,170641,615585
5.0.0.zip,5095,Java,110895,170728,616253
5.0.1.zip,5100,Java,111048,170949,617390
5.0.2.zip,5105,Java,111219,171254,618641
5.1.1.zip,5166,Java,112833,173794,629297
5.1.2.zip,5169,Java,112957,173987,630429
5.2.0.zip,5177,Java,114359,175204,641669
5.2.1.zip,5177,Java,114422,175244,642107
5.2.2.zip,5178,Java,114449,175290,642335
5.3.0.zip,5252,Java,116500,178796,657289
5.3.1.zip,5258,Java,116660,179104,658503
5.3.2.zip,5263,Java,116724,179274,658926
5.3.3.zip,5263,Java,116730,179285,658992
5.4.0.zip,5343,Java,118088,182074,670440
5.4.1.zip,5345,Java,118155,182101,671062
5.4.2.zip,5347,Java,118261,182227,671855
5.4.3.zip,5347,Java,118258,182224,671847
5.5.0.zip,5478,Java,120299,185342,683397
5.5.1.zip,5478,Java,120317,185374,683492
5.5.2.zip,5482,Java,120374,185465,683806
5.5.3.zip,5483,Java,120391,185482,683932
5.6.0.zip,5537,Java,122110,188054,697951
5.6.1.zip,5537,Java,122118,188055,698010
5.6.2.zip,5541,Java,122224,188160,698550
5.6.3.zip,5539,Java,122236,188140,698702
5.6.4.zip,5539,Java,122316,188227,699183
5.6.5.zip,5541,Java,122502,188382,700173
5.6.6.zip,5543,Java,122626,188499,700979
5.6.7.zip,5543,Java,122661,188518,701138
5.6.8.zip,5547,Java,122736,188641,701681
5.6.9.zip,5548,Java,122766,188722,701902
6.0.0-alpha1.zip,5240,Java,113912,175853,645077
6.0.0-alpha2.zip,5318,Java,115195,178105,654925
6.0.0-beta1.zip,5427,Java,118607,182660,675898
6.0.0-beta2.zip,5441,Java,118966,183068,679402
6.0.0-rc1.zip,5445,Java,119277,183425,681889
6.0.0-rc2.zip,5447,Java,119405,183565,682720
6.0.0.zip,5448,Java,119494,183648,683236
6.0.1.zip,5450,Java,119615,183830,684172
6.1.0.zip,5525,Java,122096,187010,702752
6.1.1.zip,5526,Java,122117,187030,702870
6.1.2.zip,5525,Java,122256,187083,703839
6.1.3.zip,5525,Java,122295,187116,704093
6.1.4.zip,5526,Java,122323,187146,704106
6.2.0.zip,5599,Java,124179,189915,717368
6.2.1.zip,5599,Java,124188,189941,717413
6.2.2.zip,5603,Java,124285,190079,718222
6.2.3.zip,5603,Java,124392,190166,718842
6.2.4.zip,5607,Java,124585,190418,720338
