java-design-patterns-1.10.0,686,Java,5149,22930,16551
java-design-patterns-1.11.0,712,Java,5351,23810,17289
java-design-patterns-1.12.0,803,Java,5964,26673,192.0
java-design-patterns-1.13.0,829,Java,6271,27696,20755
java-design-patterns-1.14.0,856,Java,6920,28250,226.0
java-design-patterns-1.15.0,875,Java,7060,29379,23303
java-design-patterns-1.16.0,921,Java,7359,30823,241.0
java-design-patterns-1.17.0,953,Java,7722,32085,25374
java-design-patterns-1.18.0,984,Java,7907,33042,26192
java-design-patterns-1.19.0,989,Java,7964,33221,26333
java-design-patterns-1.7.0,479,Java,2981,5025,10215
java-design-patterns-1.8.0,489,Java,3149,5182,10542
java-design-patterns-1.9.0,650,Java,4881,7847,15781